organization_name,department_name,department_name_harmonised
Deutsches Elektronen-Synchrotron,Deutsches Elektronen-Synchrotron [Hamburg],Deutsches Elektronen-Synchrotron
Deutsches Elektronen-Synchrotron,Photon science / CSSB,Photon Science
EBC Hochschule,University of Applied Sciences),EBC Hochschule
Erasmus University Rotterdam,Erasmus-Univ. Rotterdam,Erasmus University Rotterdam
Europa-Universität Flensburg,Uni Flensburg,Europa-Universität Flensburg
European Centre for Minority Issues,https://dx.doi.org/39047 Flensburg Germany,European Centre for Minority Issues
European Molecular Biology Laboratory,From the,European Molecular Biology Laboratory
European Molecular Biology Laboratory,Meyerhofstraße 1,European Molecular Biology Laboratory
European Molecular Biology Laboratory,Structural and Computational Biology,Structural and Computational Biology Unit
European Molecular Biology Laboratory,Structural and Computational Unit,Structural and Computational Biology Unit
Fachhochschule Kiel,FACHHOCHSCHULE KIEL,Fachhochschule Kiel
Flensburg University of Applied Sciences,Intermedia &amp; Marketing,Intermedia and Marketing Information und Kommunikation
Fraunhofer Institute for Digital Medicine,MEVIS,MeVis
Freie Universität Berlin,Chinese Studies,China Studies
Friedrich-Alexander-Universität Erlangen-Nürnberg,GeoZentrum Nordbayern,Geozentrum Nordbayern
Friedrich-Loeffler-Institut,Collection of Cell Lines in Veterinary Medicine (CCLV),Collection of Cell Lines in Veterinary Medicine
Friedrich-Loeffler-Institut,Department of Experimental Animal Facilities and Biorisk Management Greifswald-Insel Riems Germany,Department of Experimental Animal Facilities and Biorisk Management
Friedrich-Loeffler-Institut,FLI -,Friedrich-Loeffler-Institut
Friedrich-Loeffler-Institut,FLI),Friedrich-Loeffler-Institut
Friedrich-Loeffler-Institut,Federal Research Institute for Animal Health),Federal Research Institute for Animal Health
Friedrich-Loeffler-Institut,Friedrich Loeffler Institut,Friedrich-Loeffler-Institut
Friedrich-Loeffler-Institut,Friedrich Loeffler Institute,Friedrich-Loeffler-Institut
Friedrich-Loeffler-Institut,Friedrich Loeffler Institute (FLI),Friedrich-Loeffler-Institut
Friedrich-Loeffler-Institut,Friedrich Loeffler Institute of Medical Microbiology,Friedrich Loeffler Institute for Medical Microbiology
Friedrich-Loeffler-Institut,Friedrich LoefflerInstitut,Friedrich-Loeffler-Institut
Friedrich-Loeffler-Institut,Friedrich Loffler Institut,Friedrich-Loeffler-Institut
Friedrich-Loeffler-Institut,Friedrich Loffler Institute,Friedrich-Loeffler-Institut
Friedrich-Loeffler-Institut,Friedrich- Loeffler- Institute,Friedrich-Loeffler-Institut
Friedrich-Loeffler-Institut,Friedrich-Loeffler Institut – Bundesforschungsinstitut,Friedrich-Loeffler-Institut
Friedrich-Loeffler-Institut,Friedrich-Loeffler Institute,Friedrich-Loeffler-Institut
Friedrich-Loeffler-Institut,Friedrich-Loeffler-Straße 56,Friedrich-Loeffler-Institut
Friedrich-Loeffler-Institut,Friedrich‐Loeffler‐Institut,Friedrich-Loeffler-Institut
Friedrich-Loeffler-Institut,Greifswald,Friedrich-Loeffler-Institut
Friedrich-Loeffler-Institut,Greifswald - Insel Riems Germany,Friedrich-Loeffler-Institut
Friedrich-Loeffler-Institut,IMVZ,Friedrich-Loeffler-Institut
Friedrich-Loeffler-Institut,Institut für Molekulare Pathogenese,Institut für Molekularbiologie
Friedrich-Loeffler-Institut,Institut für molekulare Pathogenese,Institut für Molekularbiologie
Friedrich-Loeffler-Institut,Institut of Molecular Pathogenesis,Institut für Molekularbiologie
Friedrich-Loeffler-Institut,Institute of Bacterial Infections and Zoonoses at the,Institute of Bacterial Infections and Zoonoses
Friedrich-Loeffler-Institut,Institute of Bacterial Infections and Zoonoses at the e,Institute of Bacterial Infections and Zoonoses
Friedrich-Loeffler-Institut,Institute of Diagnostic Virlogy,Institute of Diagnostic Virology
Friedrich-Loeffler-Institut,Institute of Diagnostic Virology Greifswald-Insel Riems Germany,Institute of Diagnostic Virology
Friedrich-Loeffler-Institut,Institute of Farm Animal Genetics (ING),Institute of Farm Animal Genetics
Friedrich-Loeffler-Institut,Institute of International Animal Health/One Health,Institute of International Animal Health / One Health
Friedrich-Loeffler-Institut,Institute of novel and emerging diseases,Institute of Novel and Emerging Infectious Diseases
Friedrich-Loeffler-Institut,Institute of novel and emerging infectious diseases (INNT),Institute of Novel and Emerging Infectious Diseases
Friedrich-Loeffler-Institut,National Reference Laboratory for Q fever,National Reference Laboratory for Q Fever
Friedrich-Loeffler-Institut,The Institute of Bacterial Infections and Zoonoses,Institute of Bacterial Infections and Zoonoses
Friedrich-Loeffler-Institut,e,Friedrich-Loeffler-Institut
GEOMAR,GEOMAR Helmholtz-Zentrum fuer Ozeanforschung Kiel,GEOMAR
GEOMAR,Geomar Helmholtz Centre for Ocean Research,GEOMAR
GEOMAR,IFM‐GEOMAR,GEOMAR
GEOMAR,IFM‐GEOMAR) Leibniz Institute of Marine Sciences Kiel Germany,GEOMAR
GEOMAR,IFM–GEOMAR Leibniz Institut für Meereswissenschaften an der Universität Kiel,GEOMAR
GEOMAR,Institut für Meereskunde,GEOMAR
GEOMAR,Leibniz Institut fuer Meereswissenschaften IFM-GEOMAR Kiel Germany,GEOMAR
GFZ Helmholtz Centre for Geosciences,GFZ German Research Centre for Geosciences,GFZ Helmholtz Centre for Geosciences
GFZ Helmholtz Centre for Geosciences,Geoforschungszentrum,GFZ Helmholtz Centre for Geosciences
GFZ Helmholtz Centre for Geosciences,N# 1GFZ German Research Centre for Geosciences,GFZ Helmholtz Centre for Geosciences
German Foreign Trade and Transport Academy,DAV (PG) College,DAV
German Foreign Trade and Transport Academy,Dav institute of engineering and technology,DAV
German Inflammatory Bowel Diseases Study Group,German Epidemic Preparedness Team—SEEG GIZ Bonn Germany,German Epidemic Preparedness Team – SEEG
German Institute for Global and Area Studies (GIGA),A senior research fellow at the GIGA German Institute of Global and Area Studies,German Institute for Global and Area Studies (GIGA)
German Institute for Global and Area Studies (GIGA),Associate The,German Institute for Global and Area Studies (GIGA)
German Institute for Global and Area Studies (GIGA),Currently a senior research fellow at the GIGA German Institute of Global and Area Studies,German Institute for Global and Area Studies (GIGA)
German Institute for Global and Area Studies (GIGA),Daniel Flemes is Schumpeter Fellow at the GIGA German Institute of Global and Area Studies in Hamburg,German Institute for Global and Area Studies (GIGA)
German Institute for Global and Area Studies (GIGA),GIGA,German Institute for Global and Area Studies (GIGA)
German Institute for Global and Area Studies (GIGA),GIGA German Institute of Global and Area Studies,German Institute for Global and Area Studies (GIGA)
German Institute for Global and Area Studies (GIGA),GIGA German Institute of Global and Area Studies IAS,German Institute for Global and Area Studies (GIGA)
German Institute for Global and Area Studies (GIGA),GIGA Institute of Asian Studies,GIGA Institute for Asian Studies
German Institute for Global and Area Studies (GIGA),GIGA Institute of Global and Area Studies in Hamburg,German Institute for Global and Area Studies (GIGA)
German Institute for Global and Area Studies (GIGA),GIGA Institute of Middle East Studies (IMES),GIGA Institute of Middle East Studies
German Institute for Global and Area Studies (GIGA),GIGA – German Institute of Global and Area Studies,German Institute for Global and Area Studies (GIGA)
German Institute for Global and Area Studies (GIGA),GIGA),German Institute for Global and Area Studies (GIGA)
German Institute for Global and Area Studies (GIGA),GIGA-Hamburg,German Institute for Global and Area Studies (GIGA)
German Institute for Global and Area Studies (GIGA),German Institute of Global and Area Studies,German Institute for Global and Area Studies (GIGA)
German Institute for Global and Area Studies (GIGA),German Institute of Global and Area Studies (GIGA),German Institute for Global and Area Studies (GIGA)
German Institute for Global and Area Studies (GIGA),German Institute of Global and Area Studies (GIGA) / Institute of Latin American Studies,GIGA Institute of Latin American Studies
German Institute for Global and Area Studies (GIGA),German Institute of Global and Area Studies - GIGA,German Institute for Global and Area Studies (GIGA)
German Institute for Global and Area Studies (GIGA),German Institute of Global and Area Studies GIGA,German Institute for Global and Area Studies (GIGA)
German Institute for Global and Area Studies (GIGA),German Institute of Global and Area Studies: Leibniz-Institut fur Globale und Regionale Studien,German Institute for Global and Area Studies (GIGA)
German Institute for Global and Area Studies (GIGA),German Overseas Institute (DUI) - German Institute of Global and Area Studies (GIGA),German Institute for Global and Area Studies (GIGA)
German Institute for Global and Area Studies (GIGA),Giga Institute of Asian Studies,German Institute for Global and Area Studies (GIGA)
German Institute for Global and Area Studies (GIGA),Global Studies,German Institute for Global and Area Studies (GIGA)
German Institute for Global and Area Studies (GIGA),INSTITUTE OF ASIAN STUDIES,GIGA Institute of Asian Studies
German Institute for Global and Area Studies (GIGA),Institute for African Affairs,GIGA Institute of African Affairs
German Institute for Global and Area Studies (GIGA),Institute for Asian Studies,GIGA Institute of Asian Studies
German Institute for Global and Area Studies (GIGA),Institute for Latin American Studies,GIGA Institute of Latin American Studies
German Institute for Global and Area Studies (GIGA),Institute for Middle East Studies,GIGA Institute of Middle East Studies
German Institute for Global and Area Studies (GIGA),Institute of African Affairs,GIGA Institute of African Affairs
German Institute for Global and Area Studies (GIGA),Institute of African Affairs German Institute of Global and Area Studies Hamburg,GIGA Institute of African Affairs
German Institute for Global and Area Studies (GIGA),Institute of Asian Studies,GIGA Institute of Asian Studies
German Institute for Global and Area Studies (GIGA),Institute of Asian studies,GIGA Institute of Asian Studies
German Institute for Global and Area Studies (GIGA),Institute of Global Environmental Studies.,German Institute for Global and Area Studies (GIGA)
German Institute for Global and Area Studies (GIGA),Leibniz-Institut fur Globale und Regionale Studien Institut fur Afrika-Studien,German Institute for Global and Area Studies (GIGA)
German Institute for Global and Area Studies (GIGA),N#,German Institute for Global and Area Studies (GIGA)
German Institute for Global and Area Studies (GIGA),N# German Institute of Global and Area Studies#N#,German Institute for Global and Area Studies (GIGA)
German Institute for Global and Area Studies (GIGA),Project of the Alexander von Humboldt Foundation “War Economies and Postwar Crime”,German Institute for Global and Area Studies (GIGA)
German Institute for Global and Area Studies (GIGA),Research Fellow German Institute of Global and Area Studies Hambourg,German Institute for Global and Area Studies (GIGA)
German Institute for Global and Area Studies (GIGA),Thorsten Wojczewski is a Research Fellow at the German Institute of Global and Area Studies in Hamburg,German Institute for Global and Area Studies (GIGA)
German Institute for Global and Area Studies (GIGA),Wissenschaftlicher Mitarbeiter am Leibniz-Institut für Globale und Regionale Studien (GIGA),German Institute for Global and Area Studies (GIGA)
German Institute of Development and Sustainability,German Development Institute/Deutsches Institut für Entwicklungspolitik (DIE),German Institute of Development and Sustainability
Goethe University Frankfurt,"Institute for Empirical linguistics, Department 09, Goethe University Frankfurt, Germany",Institute for Empirical linguistics
Goethe University Frankfurt,"Institute for Empirical linguistics, Goethe University Frankfurt, Germany",Institute for Empirical linguistics
Goethe University Frankfurt,"Institute of Empirical linguistics, Goethe University Frankfurt, Germany",Institute for Empirical linguistics
Goethe University Frankfurt,Research Associate,Goethe University Frankfurt
Goethe University Frankfurt,Research and teaching,Goethe University Frankfurt
Gujarat Cancer and Research Institute,RADIATION ONCOLOGY,Radiation Oncology
Guru Gobind Singh Medical College and Hospital,RADIATION  ONCOLOGY,Radiation Oncology
HAW Hamburg,Hochschule für Angewandte Wissenschaften,HAW Hamburg
HAW Hamburg,Hochschule für angewandte Wissenschaften Hamburg,HAW Hamburg
HAW Hamburg,Research and Transfer Centre Sustainability and Climate Change Management,"Research and Transfer Centre ""Sustainable Development and Climate Change Management"""
HAW Hamburg,"Research and Transfer Centre „Sustainable Development and Climate Change Management""","Research and Transfer Centre ""Sustainable Development and Climate Change Management"""
Hamburg Institute for Social Research,Professor of History and International Politics,Hamburg Institute for Social Research
Hamburg Institute of International Economics,HWW),Hamburg Institute of International Economics
Hamburg Institute of International Economics,HWWA Institute of International Economics,Hamburg Institute of International Economics
Hamburg Institute of International Economics,HWWA),Hamburg Institute of International Economics
Hamburg Institute of International Economics,HWWI,Hamburg Institute of International Economics
Hamburg Institute of International Economics,HWWI) - Guest Researcher Programme,Hamburg Institute of International Economics
Hamburg Institute of International Economics,HWWI) - International Climate Policy,International Climate Policy
Hamburg Institute of International Economics,HWWI) - World Economy,Hamburg Institute of International Economics
Hamburg Institute of International Economics,Hamburg Institute for International Economics,Hamburg Institute of International Economics
Hamburg Institute of International Economics,Head of Programme International Climate Policy,International Climate Policy
Hamburg Institute of International Economics,"Head of Research Program ""International Climate Policy""",International Climate Policy
Hamburg Institute of International Economics,International Climate Policy,International Climate Policy
Hamburg Institute of International Economics,Programme “International Climate Policy”,International Climate Policy
Hamburg Institute of International Economics,Research Programme International Climate Policy,International Climate Policy
Hamburg Institute of International Economics,Research Programme on International Climate Policy,International Climate Policy
Hamburg Institute of International Economics,Thuenen Institute of International Forestry and Forest Economics,Thünen Institute of International Forestry and Forest Economics
Hamburg Institute of International Economics,Thünen Institute of Sea Fisheries Hamburg Germany,Thünen Institute of International Forestry and Forest Economics
Hans-Bredow-Institute,Leibniz Institute for Media Research | Hans Bredow Institute (HBI),Hans-Bredow-Institute
Hans-Bredow-Institute,Leibniz-Institute for Media Research |,Hans-Bredow-Institute
Heidelberg University,University of Heidelberg,Heidelberg University
Helmholtz Institute for Functional Marine Biodiversity,Alfred Wegener Institute – Helmholtz Centre for Polar and Marine Research,GEOMAR
Helmholtz-Zentrum Hereon,Climate Service Center Germany (GERICS)/,Climate Service Center Germany (GERICS)
Helmut-Schmidt-Universität / UdB Hamburg,Department of Electrical Engineering /University of the Federal Armed Force Hamburg Holstenhofweg,Department of Electrical Engineering
Helmut-Schmidt-Universität / UdB Hamburg,Federal-Chancellor-Helmut-Schmidt Foundation Hamburg,Federal-Chancellor-Helmut-Schmidt Foundation
Helmut-Schmidt-Universität / UdB Hamburg,Federal-Chancellor-Helmut-Schmidt-Foundation,Federal-Chancellor-Helmut-Schmidt Foundation
Helmut-Schmidt-Universität / UdB Hamburg,Hamburg,Helmut-Schmidt-Universität / UdB Hamburg
Helmut-Schmidt-Universität / UdB Hamburg,Helmut-Schmidt-University,Helmut-Schmidt-Universität / UdB Hamburg
Helmut-Schmidt-Universität / UdB Hamburg,Helmut-Schmidt-University Hamburg,Helmut-Schmidt-Universität / UdB Hamburg
Helmut-Schmidt-Universität / UdB Hamburg,Helmut-Schmidt-University/University of the Federal Armed Forces Hamburg,Helmut-Schmidt-Universität / UdB Hamburg
Helmut-Schmidt-Universität / UdB Hamburg,Helmut-Schmidt-Universität/Universität Professur für Neuere und Neueste Geschichte Hamburg Germany,Helmut-Schmidt-Universität / UdB Hamburg
Helmut-Schmidt-Universität / UdB Hamburg,Helmut-Schmidt-Universität/Universität der Bundeswehr,Helmut-Schmidt-Universität / UdB Hamburg
Helmut-Schmidt-Universität / UdB Hamburg,Helmut‐Schmidt‐University Hamburg,Helmut-Schmidt-Universität / UdB Hamburg
Helmut-Schmidt-Universität / UdB Hamburg,Helmut–Schmidt–Universität Hamburg,Helmut-Schmidt-Universität / UdB Hamburg
Helmut-Schmidt-Universität / UdB Hamburg,University of the German Federal Armed Forces - Helmut Schmidt Universität,Helmut-Schmidt-Universität / UdB Hamburg
Helmut-Schmidt-Universität / UdB Hamburg,of the Federal Armed Forces,Helmut-Schmidt-Universität / UdB Hamburg
Hochschule Bremen,"The Biological Materials Group, Dept. of Biomimetics",The Biological Materials Group
Hochschule Bremen,University of Applied Science Bremen,Hochschule Bremen
Institute of Marine Biotechnology,e.V.,Institute of Marine Biotechnology
Institute of Marine Biotechnology,e.V. (IMaB),Institute of Marine Biotechnology
Institute of World Economics,Kiel,Institute of World Economics
International Christian University,Insung Jung,International Christian University
International Institute for Population Sciences,Faujdar Ram,International Institute for Population Sciences
Japan Agency for Marine-Earth Science and Technology,JAMSTEC,Japan Agency for Marine-Earth Science and Technology
Japan Agency for Marine-Earth Science and Technology,JAMSTEC Japan Agency for Marine Earth Science and Technology,Japan Agency for Marine-Earth Science and Technology
Japan Agency for Marine-Earth Science and Technology,Japan Agency for Marine Science Technology,Japan Agency for Marine-Earth Science and Technology
Japan Agency for Marine-Earth Science and Technology,Japan Agency of Marine-Earth Science and Technology,Japan Agency for Marine-Earth Science and Technology
Jawaharlal Nehru University,Centre for Study of Regional Development,Centre for the Study of Regional Development
Joachim Herz Stiftung,Hans-Joachim,Joachim Herz Stiftung
Johann Heinrich von Thünen-Institut,Thünen Institute of Baltic Sea Fisheries (TI-OF),Johann Heinrich von Thünen-Institut
Johann Heinrich von Thünen-Institut,Thünen Institute of Baltic Sea Fisheries (Thünen-OF),Johann Heinrich von Thünen-Institut
Johns Hopkins University,American Institute for Contemporary German Studies (AICGS),American Institute for Contemporary German Studies
Kiel Institut für Weltwirtschaft,Institut fÜr Weltwirtschaft,Kiel Institut für Weltwirtschaft
Kiel Institut für Weltwirtschaft,Institut für Weltwirtschaft,Kiel Institut für Weltwirtschaft
Kiel Institut für Weltwirtschaft,Institut für Weltwirtschaft (IfW),Kiel Institut für Weltwirtschaft
Kiel Institut für Weltwirtschaft,Kiel Centre for Globalization (KCG),Kiel Institut für Weltwirtschaft
Kiel Institut für Weltwirtschaft,Kiel Institut für Weltwirtschaft (IfW),Kiel Institut für Weltwirtschaft
Kiel Institut für Weltwirtschaft,Peter Nunnenkamp,Kiel Institut für Weltwirtschaft
Kiel Institut für Weltwirtschaft,Peter Nunnenkamp is affiliated with,Kiel Institut für Weltwirtschaft
Kiel Institut für Weltwirtschaft,Vizepräsident des IfW,Kiel Institut für Weltwirtschaft
Kiel Institut für Weltwirtschaft,and Kiel Centre for Globalization,Kiel Centre for Globalization
Kiel Institut für Weltwirtschaft,and Kiel Earth Institute,Kiel Earth Institute
Kiel Institut für Weltwirtschaft,email: ),Kiel Institut für Weltwirtschaft
Klinikum Oldenburg,Department of Hematology &amp; Oncology,Department of Oncology and Haematology
Kumasi Centre for Collaborative Research in Tropical Medicine,KCCR),Kumasi Centre for Collaborative Research in Tropical Medicine
L3S Research Center,GKSS Research Center Geesthacht Germany,GKSS Research Centre
Landesinstitut für Lehrerbildung und Schulentwicklung,ZHENG Li,Landesinstitut für Lehrerbildung und Schulentwicklung
Landesinstitut für Lehrerbildung und Schulentwicklung,and LI Li,Landesinstitut für Lehrerbildung und Schulentwicklung
Leibniz Centre for Tropical Marine Research,Centre for Tropical Marine Ecology,Center for Tropical Marine Ecology
Leibniz Centre for Tropical Marine Research,Department of Social Sciences Development and Knowledge Sociology Working Group Leibniz Center for Tropical Marine Research (ZMT),Department of Social Science
Leibniz Centre for Tropical Marine Research,Leibniz Center For Tropical Marine Ecology,Leibniz Centre for Tropical Marine Research
Leibniz Centre for Tropical Marine Research,Leibniz Center for Marine Tropical Ecology (ZMT),Leibniz Centre for Tropical Marine Research
Leibniz Centre for Tropical Marine Research,Leibniz Center for Marine Tropical Research,Leibniz Centre for Tropical Marine Research
Leibniz Centre for Tropical Marine Research,Leibniz Center for Tropical Marine Ecology,Leibniz Centre for Tropical Marine Research
Leibniz Centre for Tropical Marine Research,Leibniz Center for Tropical Marine Ecology (ZMT,Leibniz Centre for Tropical Marine Research
Leibniz Centre for Tropical Marine Research,Leibniz Center for Tropical Marine Ecology (ZMT) Bremen GmbH,Leibniz Centre for Tropical Marine Research
Leibniz Centre for Tropical Marine Research,Leibniz Center for Tropical Marine Ecology (ZMT); Bremen; Germany,Leibniz Centre for Tropical Marine Research
Leibniz Centre for Tropical Marine Research,Leibniz Center for Tropical Marine Research,Leibniz Centre for Tropical Marine Research
Leibniz Centre for Tropical Marine Research,Leibniz Center for Tropical Marine Research (ZMT),Leibniz Centre for Tropical Marine Research
Leibniz Centre for Tropical Marine Research,Leibniz Centre for Tropical Marine Ecology,Leibniz Centre for Tropical Marine Research
Leibniz Centre for Tropical Marine Research,Leibniz Centre for Tropical Marine Ecology (ZMT),Leibniz Centre for Tropical Marine Research
Leibniz Centre for Tropical Marine Research,Leibniz Zentrum für Marine Tropenökologie,Leibniz Centre for Tropical Marine Research
Leibniz Centre for Tropical Marine Research,Leibniz-Center for Tropical Marine Ecology,Leibniz Centre for Tropical Marine Research
Leibniz Centre for Tropical Marine Research,Leibniz-Zentrum für Marine Tropenökologie (ZMT) GmbH,Leibniz Centre for Tropical Marine Research
Leibniz Centre for Tropical Marine Research,Leibniz-Zentrum für Marine Tropenökologie GmbH (ZMT),Leibniz Centre for Tropical Marine Research
Leibniz Centre for Tropical Marine Research,Postdoc Researcher,Leibniz Centre for Tropical Marine Research
Leibniz Centre for Tropical Marine Research,Social-Ecological Systems Analysis (SES) Work Group,Social-Ecological Systems Analysis Group
Leibniz Centre for Tropical Marine Research,ZMT,Leibniz Centre for Tropical Marine Research
Leibniz Centre for Tropical Marine Research,ZMT –,Leibniz Centre for Tropical Marine Research
Leibniz Centre for Tropical Marine Research,Zentrum für Marine Tropenökologie,Leibniz Centre for Tropical Marine Research
Leibniz Institute for Catalysis,Leibniz-Institut,Leibniz Institute for Catalysis
Leibniz Institute for Catalysis,Leibniz-Institut für Katalyse an der Universität Rostock (LIKAT),Leibniz Institute for Catalysis
Leibniz Institute for Catalysis,Leibniz-Institut für Katalyse e.V. an der Universität Rostock,Leibniz Institute for Catalysis
Leibniz Institute for Prevention Research and Epidemiology - BIPS,Achterstraße 30,Leibniz Institute for Prevention Research and Epidemiology - BIPS
Leibniz Institute for Prevention Research and Epidemiology - BIPS,BIPS - Institute for Epidemiology and Prevention Research,Leibniz Institute for Prevention Research and Epidemiology - BIPS
Leibniz Institute for Prevention Research and Epidemiology - BIPS,Bremen Institute for Prevention Research and Social Medicine,Leibniz Institute for Prevention Research and Epidemiology - BIPS
Leibniz Institute for Prevention Research and Epidemiology - BIPS,Bremen Institute for Prevention Research and Social Medicine (BIPS),Leibniz Institute for Prevention Research and Epidemiology - BIPS
Leibniz Institute for Prevention Research and Epidemiology - BIPS,Leibniz Institute For Prevention Research And Epidemiology – Bips,Leibniz Institute for Prevention Research and Epidemiology - BIPS
Leibniz Institute for Prevention Research and Epidemiology - BIPS,Leibniz Institute for Prevention Research and Epidemiology,Leibniz Institute for Prevention Research and Epidemiology - BIPS
Leibniz Institute for Prevention Research and Epidemiology - BIPS,Leibniz Institute for Prevention Research and Epidemiology (BIPS),Leibniz Institute for Prevention Research and Epidemiology - BIPS
Leibniz Institute for Prevention Research and Epidemiology - BIPS,Leibniz Institute for Prevention Research and Epidemiology – BIPS,Leibniz Institute for Prevention Research and Epidemiology - BIPS
Leibniz Institute for Prevention Research and Epidemiology - BIPS,Leibniz Institute for Prevention Research and Epidemiology-(BIPS),Leibniz Institute for Prevention Research and Epidemiology - BIPS
Leibniz Institute for Prevention Research and Epidemiology - BIPS,Leibniz Institute for Prevention Research and Epidemiology-BIPS,Leibniz Institute for Prevention Research and Epidemiology - BIPS
Leibniz Institute for Prevention Research and Epidemiology - BIPS,Leibniz Institute for Prevention Research and Epidemiology—BIPS GmbH,Leibniz Institute for Prevention Research and Epidemiology - BIPS
Leibniz Institute for Prevention Research and Epidemiology - BIPS,Leibniz-Institut für Präventionsforschung und Epidemiologie - BIPS,Leibniz Institute for Prevention Research and Epidemiology - BIPS
Leibniz Institute for Prevention Research and Epidemiology - BIPS,Leibniz-Institut für Präventionsforschung und Epidemiologie – BIPS GmbH,Leibniz Institute for Prevention Research and Epidemiology - BIPS
Leibniz Institute for Prevention Research and Epidemiology - BIPS,Leibniz-Institute for Prevention Research and Epidemiology – BIPS,Leibniz Institute for Prevention Research and Epidemiology - BIPS
Leibniz Institute for Science and Mathematics Education,Department of Physics Education IPN –,Department of Physics Education
Leibniz Institute for Science and Mathematics Education,IPN -,Leibniz Institute for Science and Mathematics Education
Leibniz Institute for Science and Mathematics Education,IPN),Leibniz Institute for Science and Mathematics Education
Leibniz Institute for Science and Mathematics Education,IPN—,Leibniz Institute for Science and Mathematics Education
Leibniz Institute for Science and Mathematics Education,IPN—Leibniz-Institute for Science and Mathematics Education,Leibniz Institute for Science and Mathematics Education
Leibniz Institute of Agricultural Development in Transition Economies,IAMO) Halle (Saale) Germany,Leibniz Institute of Agricultural Development in Transition Economies
Leibniz Institute of Atmospheric Physics at the Rostock University,Leibniz‐Institute of Atmospheric Physics,Leibniz‐Institut für Atmosphärenphysik
Leipzig University,leipzig university,Leipzig University
Leuphana Universität Lüneburg,Leuphana U. LüneburgSolvay Business SchoolNational U. of SingaporeJohns Hopkins U.,Leuphana Universität Lüneburg
Leuphana Universität Lüneburg,Social-Ecological Systems Institute (SESI),Social-Ecological System Institute
Leuphana Universität Lüneburg,Social-ecological Systems Institute (SESI),Social-Ecological System Institute
Leuphana Universität Lüneburg,University Lüneburg,Leuphana Universität Lüneburg
Leuphana Universität Lüneburg,University of Lueneburg,Leuphana Universität Lüneburg
London School of Economics and Political Science,"Centre for the Study of Global Governance,",Centre for the Study of Global Governance
LungenClinic Grosshansdorf GmbH,Medical Director,LungenClinic Grosshansdorf GmbH
MARUM,marum,MARUM
Martini-Klinik,Direktor,Martini-Klinik
Martini-Klinik,Krankenhaus St Martini,Martini-Klinik
Massachusetts Institute of Technology,"Earth, Atmosphere and Planetary Sciences (EAPS)","Earth, Atmospheric and Planetary Sciences"
Maulana Abul Kalam Azad Institute of Asian Studies,GIGA Institute of Asian Studies,Maulana Abul Kalam Azad Institute of Asian Studies
Max Planck Institute for Comparative and International Private Law,LL.M.,Max Planck Institute for Comparative and International Private Law
Max Planck Institute for Comparative and International Private Law,Max Planck Institut für ausländisches und internationales Privatrecht,Max Planck Institute for Comparative and International Private Law
Max Planck Institute for Comparative and International Private Law,Senior Research Fellow,Max Planck Institute for Comparative and International Private Law
Max Planck Institute for Demographic Research,James W. Vaupel is Senior Research Scientist,Max Planck Institute for Demographic Research
Max Planck Institute for Demographic Research,Konrad-Zuse-Strasse 1 D-180 57 Rostock Germany,Max Planck Institute for Demographic Research
Max Planck Institute for Demographic Research,MPIDR WORKING PAPER,Max Planck Institute for Demographic Research
Max Planck Institute for Demographic Research,Max Planck Institute of Demographic Research,Max Planck Institute for Demographic Research
Max Planck Institute for Demographic Research,Max-Planck Institute for Demographic Research,Max Planck Institute for Demographic Research
Max Planck Institute for Demographic Research,Max-Planck-Institut für demografi sche Forschung,Max Planck Institute for Demographic Research
Max Planck Institute for Demographic Research,Max-Planck-Institut für demografische Forschung,Max Planck Institute for Demographic Research
Max Planck Institute for Demographic Research,Max-Planck-Institute for Demographic Research: Max-Planck-Institut fur Demografische Forschung,Max Planck Institute for Demographic Research
Max Planck Institute for Demographic Research,Max-Plank Institute for Demographic Research,Max Planck Institute for Demographic Research
Max Planck Institute for Demographic Research,Post-Doc Fellow,Max Planck Institute for Demographic Research
Max Planck Institute for Demographic Research,Rostock,Max Planck Institute for Demographic Research
Max Planck Institute for Demographic Research,Thai:,Max Planck Institute for Demographic Research
Max Planck Institute for Marine Microbiology,Max-Planck Institute for Marine Microbiology,Max Planck Institute for Marine Microbiology
Max Planck Institute for Marine Microbiology,Max-Planck-Institut für Marine Mikrobiologie,Max Planck Institute for Marine Microbiology
Max Planck Institute for Marine Microbiology,Max-Planck-Institute for Marine Microbiology,Max Planck Institute for Marine Microbiology
Max Planck Institute for Marine Microbiology,Mo­lecu­lar Eco­logy,Molecular Ecology
Max Planck Institute for Meteorology,Environmental Modeling,Environmental Modelling
Max Planck Institute for Meteorology,Environmental Modeling Group,Environmental Modelling
Max Planck Institute for Meteorology,Environmental Modelling Group,Environmental Modelling
Max Planck Institute for Meteorology,Hamburg,Max Planck Institute for Meteorology
Max Planck Institute for Meteorology,Hamburg Germany,Max Planck Institute for Meteorology
Max Planck Institute for Meteorology,MPI Meteorology,Max Planck Institute for Meteorology
Max Planck Institute for Meteorology,MPI-M -,Max Planck Institute for Meteorology
Max Planck Institute for Meteorology,MPI-M),Max Planck Institute for Meteorology
Max Planck Institute for Meteorology,MPI‐M),Max Planck Institute for Meteorology
Max Planck Institute for Meteorology,Max Planck Inst. for Meteorology,Max Planck Institute for Meteorology
Max Planck Institute for Meteorology,Max Planck Institut für Meteorologie,Max Planck Institute for Meteorology
