short,long,llm_confirmed
University of Sydney,University of the Philippines System,FALSE
University of Sydney,University of Alicante,FALSE
University of Sydney,University of Coimbra,FALSE
University of Bergen,University of Sydney,FALSE
University of Maine,University of Sydney,FALSE
University of Crete,University of Sydney,FALSE
University of Sydney,University of Hong Kong,FALSE
University of Guam,University of Sydney,FALSE
University of Sydney,University of Groningen,FALSE
University of Siegen,University of Sydney,FALSE
University of Padua,University of Sydney,FALSE
University of Sydney,University of Chittagong,FALSE
University of Sydney,University of Würzburg,FALSE
University of Sydney,University of Georgia,FALSE
University of Sydney,University of Koblenz and Landau,FALSE
University of Sydney,University of Cambridge,FALSE
University of Sydney,University of Wollongong,FALSE
University of Sydney,University of Washington,FALSE
University of Sydney,University of Tsukuba,FALSE
University of Sydney,University of Tsukuba Hospital,FALSE
University of Passau,University of Sydney,FALSE
University of Sydney,University of Potsdam,FALSE
University of Sydney,University of Glasgow,FALSE
University of Ottawa,University of Sydney,FALSE
University of Sydney,University of Liberal Arts Bangladesh,FALSE
University of Sydney,University of Connecticut,FALSE
University of Sydney,University of Tasmania,FALSE
University of Sydney,"University of California, Berkeley",FALSE
University of Sydney,University of Calgary,FALSE
University of Bern,University of Sydney,FALSE
University of Twente,University of Sydney,FALSE
University of Sydney,University of Rzeszów,FALSE
University of Sydney,University of Johannesburg,FALSE
University of Sydney,University of Indonesia,FALSE
University of York,University of Sydney,FALSE
University of Sydney,University of Santo Tomas,FALSE
University of Sydney,University of East Anglia,FALSE
University of Tartu,University of Sydney,FALSE
University of Ghana,University of Sydney,FALSE
University of Sydney,University of Applied Sciences Stralsund,FALSE
Université de Rennes,University of Sydney,FALSE
University of Sydney,University of Rhode Island,FALSE
University of Sydney,University of the Philippines Diliman,FALSE
University of Sydney,University of Waikato,FALSE
University of Sydney,University of Bradford,FALSE
University of Madras,University of Sydney,FALSE
University of Sydney,University of Bayreuth,FALSE
University of London,University of Sydney,FALSE
University of Skikda,University of Sydney,FALSE
University of Sydney,University of Central Oklahoma,FALSE
University of Sydney,University of Peradeniya,FALSE
University of Kent,University of Sydney,FALSE
University of Sydney,University of the Arts Bremen,FALSE
University of Sydney,University of Bologna,FALSE
University of Sydney,University of Regensburg,FALSE
University of Malta,University of Sydney,FALSE
University of Sydney,Universitat de Girona,FALSE
University of Otago,University of Sydney,FALSE
University of Sydney,University of Milano-Bicocca,FALSE
University of Sydney,University of Wuppertal,FALSE
University of Sydney,"University of Maryland, Baltimore County",FALSE
University of Sydney,University of Pedagogical Sciences,FALSE
University of Denver,University of Sydney,FALSE
University of Exeter,University of Sydney,FALSE
University of Sydney,University of Hormozgan,FALSE
University of Sydney,University of Canterbury,FALSE
University of Sydney,University of Edinburgh,FALSE
University of Sydney,University of Allahabad,FALSE
University of Sydney,University of Portsmouth,FALSE
University of Sydney,University of Science and Technology of China,FALSE
University of Sydney,University of Rajasthan,FALSE
University of Sydney,University of Finance - Marketing,FALSE
University of Sydney,University of Sharjah,FALSE
University of Delhi,University of Sydney,FALSE
University of Warsaw,University of Sydney,FALSE
University of Oulu,University of Sydney,FALSE
University of Sydney,University of Waterloo,FALSE
University of Haifa,University of Sydney,FALSE
University of Ulster,University of Sydney,FALSE
University of Sydney,University of Applied Sciences Mainz,FALSE
University of Sydney,University of Pretoria,FALSE
University of Łódź,University of Sydney,FALSE
University of Lisbon,University of Sydney,FALSE
University of Sydney,University of Amsterdam,FALSE
University of Vechta,University of Sydney,FALSE
University of Macau,University of Sydney,FALSE
University of Miami,University of Sydney,FALSE
University of Sydney,University of the Ryukyus,FALSE
University of Sydney,University of Manitoba,FALSE
University of Sydney,University of Michigan,FALSE
University of Sydney,University Hospital of Basel,FALSE
University of Sydney,University of Louisiana at Lafayette,FALSE
University of Sydney,University of Trieste,FALSE
University of Ibadan,University of Sydney,FALSE
University of Wales,University of Sydney,FALSE
University of Sydney,University of Pittsburgh,FALSE
University of Verona,University of Sydney,FALSE
University of Sydney,University of Bristol,FALSE
University of Sydney,University of Hildesheim,FALSE
University of Sydney,University of New Hampshire,FALSE
University of Sydney,University of North Texas,FALSE
University of Turku,University of Sydney,FALSE
University of Sydney,University of Gothenburg,FALSE
University of Sydney,University of Applied Sciences Appollon,FALSE
University of Sydney,University of Tennessee at Knoxville,FALSE
University of Sydney,University of Mauritius,FALSE
University of Sydney,University of Magdalena,FALSE
University of Dhaka,University of Sydney,FALSE
University of Sydney,University of British Columbia,FALSE
University of Sydney,University of Chicago,FALSE
University of Venda,University of Sydney,FALSE
University of Sydney,University of the Free State,FALSE
University of Trnava,University of Sydney,FALSE
University of Sydney,University Hospital of Bern,FALSE
Universität Münster,University of Sydney,FALSE
Universität Wien,University of Sydney,FALSE
University of Sydney,University of Hamburg,FALSE
University of Bremen,University of Sydney,FALSE
University of Sydney,University College Dublin,FALSE
University of Sydney,University of Texas at Austin,FALSE
University of Sydney,University of California Los Angeles,FALSE
University of Sydney,University of Technology Sydney,TRUE
University of Lübeck,University of Sydney,NA
University of Sydney,University of the Philippines Cebu,NA
University of Sydney,University of South Carolina,NA
University of Sydney,University of Western Australia,NA
University of Sydney,University of the Punjab,NA
University of Sydney,University of Social Sciences and Humanities,NA
University of Sydney,University of Manchester,NA
University of Sydney,University of the Basque Country,NA
University of Sydney,University of Plymouth,NA
University of Sydney,University of São Paulo,FALSE
University of Hyogo,University of Sydney,FALSE
University of Sydney,University College of Applied Sciences,FALSE
University of Sydney,University of Westminster,FALSE
University of Sydney,University of California Davis,FALSE
Universitetet i Oslo,University of Sydney,FALSE
University of Sydney,University of Rouen Normandy,FALSE
University of Sydney,"University of California, Irvine",FALSE
University of Sydney,"University College, London",FALSE
University of Ulm,University of Sydney,FALSE
University of Sydney,University of Augsburg,FALSE
University of Tehran,University of Sydney,FALSE
University of Sydney,University of Tuebingen,FALSE
University of Sydney,University of Melbourne,FALSE
University of Sydney,University of California,FALSE
University of GH,University of Sydney,FALSE
University of Sydney,University of Oldenburg,FALSE
University of Sydney,University of Rome Tor Vergata,FALSE
University of Sydney,University of Bordeaux,FALSE
University of Sydney,University of Bamberg,FALSE
University of Leeds,University of Sydney,FALSE
University of Sydney,University of Leeds Faculty of Environment,FALSE
University of Graz,University of Sydney,FALSE
University of Essen,University of Sydney,FALSE
University of Sydney,University of South Florida,FALSE
Universität Koblenz,University of Sydney,FALSE
Universität Siegen,University of Sydney,FALSE
University of Sydney,University of Lübeck:,FALSE
University of Latvia,University of Sydney,FALSE
University of Sydney,University of Magdeburg,FALSE
University of Sydney,University of Rostock,FALSE
University of Sydney,University of Minnesota,FALSE
University of Sydney,University of Greifswald,FALSE
University of Sydney,University of the Philippines,FALSE
University of Sydney,University of Valparaíso,FALSE
University of Sydney,University of Saint Louis,FALSE
University of Sydney,University of Peshawar,FALSE
University of Sydney,University of Wuerzburg,FALSE
University of Sydney,University of Warwick,FALSE
University of Sydney,University of Peradeniya Faculty of Dental Sciences,FALSE
University of Sydney,University of Sri Jayewardenepura,FALSE
University of Sydney,University of Florida,FALSE
University of Sydney,University of Colorado,FALSE
University of Sydney,University of Nigeria,FALSE
University of Sydney,University of Eastern Finland,FALSE
University Kiel,University of Sydney,FALSE
University of Sydney,University of Texas System,FALSE
University of Sydney,University of New South Wales,FALSE
University of Sydney,University of the Sunshine Coast,FALSE
University of Sydney,University of Western Sydney,FALSE
University of Pecs,University of Sydney,FALSE
University of Hull,University of Sydney,FALSE
University of Sydney,University of Colorado Denver,FALSE
University of Sydney,University of Luxembourg,FALSE
University of Sydney,University Hospital Aintree,FALSE
University of Sydney,University of the Ryukyus University Hospital,FALSE
University of Sydney,University of Hawai'i at Manoa,FALSE
University of Sydney,University of Toulouse,FALSE
University of Cyprus,University of Sydney,FALSE
Universitat Bern,University of Sydney,FALSE
University of Lahore,University of Sydney,FALSE
University of Sydney,University of Bahrain,FALSE
University of Trier,University of Sydney,FALSE
University of Sydney,University of Lausanne,FALSE
University of Sydney,University of Cape Town,FALSE
University of Sydney,University of Ljubljana,FALSE
University of Sydney,University of Salzburg,FALSE
University of Sydney,University of Oxford Nuffield College,FALSE
University of Sydney,University of Leipzig,FALSE
University Bremen,University of Sydney,FALSE
Universität Kassel,University of Sydney,FALSE
University of Sydney,University of Hertfordshire,FALSE
University of Sydney,University of Adelaide,FALSE
University of Sydney,University of the Cordilleras,FALSE
University of Sydney,University of Barcelona,FALSE
Universität Potsdam,University of Sydney,FALSE
University of Sydney,University of Arizona,FALSE
University of Sydney,University of Stockholm,FALSE
University of Sussex,University of Sydney,FALSE
University of Kiel,University of Sydney,FALSE
University of Sydney,University of Mataram,FALSE
University of Sydney,University of Nebraska Medical Center,FALSE
University of Sydney,University of Mannheim,TRUE
University of Sydney,University of California Irvine,FALSE
University of Sydney,University of Stirling,FALSE
University of Sydney,University of Southern California,FALSE
Univerity of Bremen,University of Sydney,FALSE
University of Sydney,University of California Berkeley,FALSE
University of Sydney,University of Karlsruhe,TRUE
University of Sydney,University of Maryland,FALSE
University of Sydney,University of  Mannheim,NA
Institute of Marine Biotechnology,"Institute of Marine Research, Bergen",NA
Institute of Law,"Institute of Marine Research, Bergen",NA
"Institute of Marine Research, Bergen",Institute for Peace Research and Security Policy,NA
"Institute of Marine Research, Bergen",Institute for Applied Systems Technology Bremen,NA
Institute of Human Genetics,"Institute of Marine Research, Bergen",NA
Institute of Crop Science,"Institute of Marine Research, Bergen",NA
Institute of Aging,"Institute of Marine Research, Bergen",NA
"Institute of Marine Research, Bergen",Institute for Ecological Economy Research,NA
Institute of Rock and Soil Mechanics,"Institute of Marine Research, Bergen",NA
Institute of Urban Environment,"Institute of Marine Research, Bergen",FALSE
Institute of Avian Research,"Institute of Marine Research, Bergen",FALSE
Institute of Mathematics,"Institute of Marine Research, Bergen",FALSE
Institute of Clinical Research,"Institute of Marine Research, Bergen",FALSE
"Institute of Marine Research, Bergen",Institute of Tibetan Plateau Research,FALSE
Institute of High Energy Physics,"Institute of Marine Research, Bergen",FALSE
"Institute of Marine Research, Bergen","Institute of Earth Sciences, Academia Sinica",FALSE
Institute of Grassland Research,"Institute of Marine Research, Bergen",FALSE
Institute of Mineralogy,"Institute of Marine Research, Bergen",FALSE
Institute for Economic Research,"Institute of Marine Research, Bergen",FALSE
"Institute of Marine Research, Bergen",Institute of Marine Geology and Geophysics,TRUE
Institute of Maine Sciences,"Institute of Marine Research, Bergen",FALSE
Institute for Marine Research,"Institute of Marine Research, Bergen",TRUE
Institute for Family Research,"Institute of Marine Research, Bergen",FALSE
Institute for Plasma Research,"Institute of Marine Research, Bergen",FALSE
Institute of Cancer Research,"Institute of Marine Research, Bergen",FALSE
"Institute of Marine Research, Bergen","Institute of Materials Science, Bremen",FALSE
Institute for Advanced Engineering,"Institute of Marine Research, Bergen",FALSE
"Institute of Marine Research, Bergen",Institute of Social and Economic Research,FALSE
Institute for Baltic Research IOW,"Institute of Marine Research, Bergen",FALSE
Universität Bremen,Universitat Potsdam,FALSE
Universität Rostock,Universitat Potsdam,FALSE
Universität Hamburg,Universitat Potsdam,FALSE
Universitat Potsdam,University of Stuttgart,FALSE
Universitat Potsdam,University of Alberta,FALSE
Universitat Potsdam,University of Baghdad,FALSE
Universitat Potsdam,University Hospital Ulm,FALSE
Universitat Potsdam,University of Southampton,FALSE
Universitat Potsdam,University of Nottingham,FALSE
Universitat Potsdam,University Hospital Magdeburg,FALSE
Universitat Potsdam,University of Malaya,FALSE
Universitat Potsdam,Universitat Autònoma de Barcelona,FALSE
Universitat Potsdam,University of Münster,FALSE
Universitat Potsdam,Université de Montréal,FALSE
University of Oslo,Universitat Potsdam,FALSE
Universitat Potsdam,Universidad Politécnica de Madrid,FALSE
University of Utah,Universitat Potsdam,FALSE
Universitat Potsdam,Universitat de Barcelona,FALSE
Universitat Potsdam,University of Hawaii System,FALSE
University of Agder,Universitat Potsdam,FALSE
Universitat Potsdam,University Hospital Münster,FALSE
Universitat Potsdam,Universitas Yos Soedarso,FALSE
Universität Ulm,Universitat Potsdam,FALSE
Universitat Potsdam,University of Macerata,FALSE
University of Basel,Universitat Potsdam,FALSE
University of Bath,Universitat Potsdam,FALSE
University of Guam,Universitat Potsdam,FALSE
Universitat Jaume I,Universitat Potsdam,FALSE
University of Padua,Universitat Potsdam,FALSE
Universitat Potsdam,University of Tsukuba,FALSE
Universitat Potsdam,University of Tsukuba Hospital,FALSE
Universitat Potsdam,University of Passau,FALSE
Universitat Potsdam,University of Potsdam,TRUE
Universitat Potsdam,University of Ottawa,FALSE
Universitat Potsdam,University of Tasmania,FALSE
Universitat Potsdam,Universitat de Lleida,FALSE
Universitat Potsdam,Universitat Politècnica de Catalunya,FALSE
Universitat Potsdam,University of Indonesia,FALSE
Universitat Potsdam,University of Santo Tomas,FALSE
Universität Trier,Universitat Potsdam,FALSE
University of Tartu,Universitat Potsdam,FALSE
University of Ghana,Universitat Potsdam,FALSE
Universitat Potsdam,University of Madras,FALSE
Universitat Potsdam,University of Skikda,FALSE
Universitat Potsdam,University of Peradeniya,FALSE
Universitat Potsdam,University of the Arts Bremen,TRUE
University of Malta,Universitat Potsdam,NA
Universitat Potsdam,Universitat de Girona,NA
Universitat Potsdam,University of Portsmouth,NA
Universitat Potsdam,University of Rajasthan,NA
Universitat Potsdam,University of Sharjah,NA
University of Delhi,Universitat Potsdam,NA
Universitat Potsdam,University of Warsaw,NA
University of Haifa,Universitat Potsdam,NA
Universitat Potsdam,University of Pretoria,NA
University of Łódź,Universitat Potsdam,NA
Universitat Potsdam,University of Amsterdam,NA
University of Macau,Universitat Potsdam,NA
Universitat Potsdam,Universidad Intercontinental,NA
Universitat Potsdam,University of Manitoba,NA
Universitat Potsdam,University Hospital of Basel,FALSE
Universitat Potsdam,University of Ibadan,FALSE
University of Wales,Universitat Potsdam,FALSE
Universitat Potsdam,University of Pittsburgh,FALSE
Universitat Potsdam,Universidad de Costa Rica,FALSE
Universitat Potsdam,Universitas Gadjah Mada,FALSE
University of Dhaka,Universitat Potsdam,FALSE
Universitat Potsdam,Universiti Putra Malaysia,FALSE
University of Venda,Universitat Potsdam,FALSE
Universitat Potsdam,University of Trnava,FALSE
Universitat Potsdam,Universität Stuttgart,FALSE
Universität Münster,Universitat Potsdam,FALSE
Universität Wien,Universitat Potsdam,FALSE
Universitat Hamburg,Universitat Potsdam,FALSE
Universiteit Leiden,Universitat Potsdam,FALSE
Universiteit Gent,Universitat Potsdam,FALSE
Universitat Potsdam,Universitetet i Oslo,FALSE
Universitat Potsdam,Universitat Oberta de Catalunya,FALSE
Universitat Potsdam,Universität Konstanz,FALSE
University of Ulm,Universitat Potsdam,FALSE
Universitat Potsdam,Universitas Pelita Harapan,FALSE
University of GH,Universitat Potsdam,TRUE
University of Leeds,Universitat Potsdam,FALSE
University of Essen,Universitat Potsdam,FALSE
Universität Koblenz,Universitat Potsdam,FALSE
Universitat Potsdam,Universitat Abat Oliba CEU,FALSE
Universität Siegen,Universitat Potsdam,FALSE
Universitat Potsdam,University of Latvia,FALSE
Universitat Potsdam,University of Minnesota,FALSE
Universitat Potsdam,Universidad de Atacama,FALSE
Universitat Potsdam,University of Peshawar,FALSE
Universitat Potsdam,University of Florida,FALSE
Universitat Potsdam,University of Texas System,FALSE
University of Pecs,Universitat Potsdam,FALSE
Université Laval,Universitat Potsdam,FALSE
Universitat Potsdam,University Hospital Aintree,FALSE
Universitat Potsdam,University of Cyprus,FALSE
Universitat Bern,Universitat Potsdam,FALSE
Universitat Potsdam,Universität Stockholm,FALSE
Universitat Potsdam,University of Lausanne,FALSE
Universität Kassel,Universitat Potsdam,FALSE
Universitat Potsdam,University of Adelaide,FALSE
Universität Potsdam,Universitat Potsdam,TRUE
Universitat Potsdam,Universiteit Maastricht,FALSE
Universitat Potsdam,University of Mataram,FALSE
Universidad Austral,Universitat Potsdam,FALSE
Universitat Bremen,Universitat Potsdam,FALSE
Universitat Potsdam,University of Maryland,FALSE
Universitat Potsdam,Universitat Greifswald,FALSE
Universitat Potsdam,University of Sydney,FALSE
Universität Greifswald,University Medicine of Greifswald,TRUE
Universitätsmedizin Greifswald,University Medicine of Greifswald,TRUE
University of Cologne,University Medicine of Greifswald,FALSE
University of Baghdad,University Medicine of Greifswald,FALSE
University of Newcastle Australia,University Medicine of Greifswald,FALSE
University Hospital Heidelberg,University Medicine of Greifswald,FALSE
University of Iceland,University Medicine of Greifswald,FALSE
University of Reading,University Medicine of Greifswald,FALSE
University of Liège,University Medicine of Greifswald,FALSE
University of Wisconsin–Madison,University Medicine of Greifswald,FALSE
University of Faisalabad,University Medicine of Greifswald,FALSE
University Medical Center,University Medicine of Greifswald,TRUE
University Medicine of Greifswald,"University of California, Los Angeles",NA
University of Central Asia,University Medicine of Greifswald,NA
University of Aberdeen,University Medicine of Greifswald,NA
University Medicine of Greifswald,"University of California, Riverside",NA
University of Iowa,University Medicine of Greifswald,NA
University of Nairobi,University Medicine of Greifswald,NA
University of Hyderabad,University Medicine of Greifswald,NA
University of Münster,University Medicine of Greifswald,NA
Université de Montréal,University Medicine of Greifswald,NA
University of Freiburg,University Medicine of Greifswald,NA
University of Oslo,University Medicine of Greifswald,NA
University of Helsinki,University Medicine of Greifswald,NA
University of St Andrews,University Medicine of Greifswald,NA
University Medicine of Greifswald,University Medical Center Freiburg,NA
"University of California, Davis",University Medicine of Greifswald,NA
University of Sheffield,University Medicine of Greifswald,NA
University of Vienna,University Medicine of Greifswald,NA
University of Geneva,University Medicine of Greifswald,NA
University of Hawaii System,University Medicine of Greifswald,FALSE
University of Agder,University Medicine of Greifswald,FALSE
University of Birmingham,University Medicine of Greifswald,FALSE
University of Kassel,University Medicine of Greifswald,FALSE
University of Delaware,University Medicine of Greifswald,FALSE
University of Basel,University Medicine of Greifswald,FALSE
University of Leicester,University Medicine of Greifswald,FALSE
University of the Witwatersrand,University Medicine of Greifswald,FALSE
University of St.Gallen,University Medicine of Greifswald,FALSE
University of Coimbra,University Medicine of Greifswald,FALSE
University of Bergen,University Medicine of Greifswald,FALSE
University of Maine,University Medicine of Greifswald,FALSE
University of Crete,University Medicine of Greifswald,FALSE
University of Guam,University Medicine of Greifswald,FALSE
University of Siegen,University Medicine of Greifswald,FALSE
University of Georgia,University Medicine of Greifswald,FALSE
University of Cambridge,University Medicine of Greifswald,FALSE
University Medicine of Greifswald,University Medical Center Groningen,FALSE
University Medicine of Greifswald,"University of California, Berkeley",FALSE
University of Calgary,University Medicine of Greifswald,FALSE
University of Bern,University Medicine of Greifswald,FALSE
University of Twente,University Medicine of Greifswald,FALSE
University of Rzeszów,University Medicine of Greifswald,FALSE
University of Indonesia,University Medicine of Greifswald,FALSE
University of East Anglia,University Medicine of Greifswald,FALSE
University Medicine of Greifswald,University of Applied Sciences Stralsund,TRUE
Université de Rennes,University Medicine of Greifswald,FALSE
University of Rhode Island,University Medicine of Greifswald,FALSE
University of Bradford,University Medicine of Greifswald,FALSE
University of Madras,University Medicine of Greifswald,FALSE
Université de Montpellier,University Medicine of Greifswald,FALSE
University of Skikda,University Medicine of Greifswald,FALSE
University of Peradeniya,University Medicine of Greifswald,FALSE
University of the Arts Bremen,University Medicine of Greifswald,FALSE
University of Malta,University Medicine of Greifswald,FALSE
Universitat de Girona,University Medicine of Greifswald,FALSE
University Medicine of Greifswald,University of Pedagogical Sciences,TRUE
University of Denver,University Medicine of Greifswald,FALSE
University of Exeter,University Medicine of Greifswald,FALSE
University of Edinburgh,University Medicine of Greifswald,FALSE
Université Grenoble Alpes,University Medicine of Greifswald,FALSE
Université Gustave Eiffel,University Medicine of Greifswald,FALSE
University of Finance - Marketing,University Medicine of Greifswald,FALSE
University of Delhi,University Medicine of Greifswald,FALSE
University of Warsaw,University Medicine of Greifswald,FALSE
University of Waterloo,University Medicine of Greifswald,FALSE
University Medicine of Greifswald,University of Applied Sciences Mainz,FALSE
University of Amsterdam,University Medicine of Greifswald,FALSE
University of Macau,University Medicine of Greifswald,FALSE
University of Miami,University Medicine of Greifswald,FALSE
University of Michigan,University Medicine of Greifswald,FALSE
University of Trieste,University Medicine of Greifswald,FALSE
University of Ibadan,University Medicine of Greifswald,FALSE
University of Wales,University Medicine of Greifswald,FALSE
University of Verona,University Medicine of Greifswald,FALSE
University of Bristol,University Medicine of Greifswald,FALSE
University of Hildesheim,University Medicine of Greifswald,FALSE
University of New Hampshire,University Medicine of Greifswald,FALSE
University of Mauritius,University Medicine of Greifswald,FALSE
University of Magdalena,University Medicine of Greifswald,FALSE
University of British Columbia,University Medicine of Greifswald,FALSE
University of Venda,University Medicine of Greifswald,FALSE
University of the Free State,University Medicine of Greifswald,FALSE
University of Bremen,University Medicine of Greifswald,FALSE
University Medicine of Greifswald,University of California Los Angeles,FALSE
University of Manchester,University Medicine of Greifswald,FALSE
University Medicine of Greifswald,University Medical Center Hamburg-Eppendorf,FALSE
Universidad Complutense de Madrid,University Medicine of Greifswald,FALSE
University Medicine of Greifswald,University College of Applied Sciences,FALSE
University of Westminster,University Medicine of Greifswald,FALSE
University of California Davis,University Medicine of Greifswald,FALSE
Universitetet i Oslo,University Medicine of Greifswald,FALSE
"University of California, Irvine",University Medicine of Greifswald,FALSE
University of Tehran,University Medicine of Greifswald,FALSE
University Medicine of Greifswald,University of Applied Sciences Magdeburg Stendal,FALSE
University of Melbourne,University Medicine of Greifswald,FALSE
University of California,University Medicine of Greifswald,FALSE
University of GH,University Medicine of Greifswald,FALSE
University of Bamberg,University Medicine of Greifswald,FALSE
University of Leeds,University Medicine of Greifswald,FALSE
University of Graz,University Medicine of Greifswald,NA
University of Essen,University Medicine of Greifswald,NA
University of South Florida,University Medicine of Greifswald,NA
University Medicine of Greifswald,University of Cambridge Judge Business School,NA
University of Magdeburg,University Medicine of Greifswald,NA
University of Minnesota,University Medicine of Greifswald,NA
University of Greifswald,University Medicine of Greifswald,TRUE
University of Peshawar,University Medicine of Greifswald,NA
University of Warwick,University Medicine of Greifswald,NA
University of Florida,University Medicine of Greifswald,NA
University of Colorado,University Medicine of Greifswald,NA
University of Nigeria,University Medicine of Greifswald,NA
University of Eastern Finland,University Medicine of Greifswald,NA
University of Western Sydney,University Medicine of Greifswald,NA
University of Pecs,University Medicine of Greifswald,NA
University of Colorado Denver,University Medicine of Greifswald,NA
University Hospital Aintree,University Medicine of Greifswald,NA
University of Trier,University Medicine of Greifswald,NA
University of Cape Town,University Medicine of Greifswald,NA
University Medicine of Greifswald,University of Oxford Nuffield College,NA
University Bremen,University Medicine of Greifswald,FALSE
University of Adelaide,University Medicine of Greifswald,FALSE
University of the Cordilleras,University Medicine of Greifswald,FALSE
University of Barcelona,University Medicine of Greifswald,FALSE
University of Arizona,University Medicine of Greifswald,FALSE
University of Kiel,University Medicine of Greifswald,FALSE
University Medicine of Greifswald,University of Nebraska Medical Center,FALSE
University of California Irvine,University Medicine of Greifswald,FALSE
University of Stirling,University Medicine of Greifswald,FALSE
Univerity of Bremen,University Medicine of Greifswald,TRUE
University of California Berkeley,University Medicine of Greifswald,NA
University of Maryland,University Medicine of Greifswald,NA
University of  Mannheim,University Medicine of Greifswald,NA
University Medicine Greifswald,University Medicine of Greifswald,NA
Universitat Greifswald,University Medicine of Greifswald,NA
University of Sydney,University Medicine of Greifswald,NA
Ernst-Moritz-Arndt-Universität Greifswald,Ernst-Moritz-Arndt Universitat Greifswald,NA
Ernst-Moritz-Arndt Universität Greifswald,Ernst-Moritz-Arndt Universitat Greifswald,NA
Julius-Maximilians-Universität Würzburg,Julius-Maximilians-Universitat Wurzburg,NA
Friedrich Ebert Stiftung,Friedrich-Loeffler-Institut,NA
Friedrich Ebert Stiftung,Friedrich-Loeffler Institut,FALSE
Max Planck Institute for Meteorology,Max Planck Institute of Plasma Physics (Greifswald),FALSE
Max Planck Institute for Demographic Research,Max Planck Institute of Plasma Physics (Greifswald),FALSE
Max Planck Institute of Plasma Physics (Greifswald),Max Planck Institute for Plasma Physics - Greifswald,TRUE
Max Planck Institute for Marine Microbiology,Max Planck Institute of Plasma Physics (Greifswald),FALSE
Max Planck Institute of Psychiatry,Max Planck Institute of Plasma Physics (Greifswald),FALSE
Max Planck Institute for Human Development,Max Planck Institute of Plasma Physics (Greifswald),FALSE
Max Planck Institute for Physics,Max Planck Institute of Plasma Physics (Greifswald),FALSE
Max Planck Institute of Plasma Physics (Greifswald),Max Planck Institute for the Science of Human History,FALSE
Max Planck Institute for Solid State Research,Max Planck Institute of Plasma Physics (Greifswald),FALSE
Max Planck Institute for the Study of Societies,Max Planck Institute of Plasma Physics (Greifswald),FALSE
Max Planck Institute of Plasma Physics (Greifswald),Max Planck Institute for Human Cognitive and Brain Sciences,FALSE
Max Planck Institute for Chemistry,Max Planck Institute of Plasma Physics (Greifswald),FALSE
Max Planck Institute for Biogeochemistry,Max Planck Institute of Plasma Physics (Greifswald),FALSE
Max Planck Institute for Chemical Ecology,Max Planck Institute of Plasma Physics (Greifswald),FALSE
Max Planck Institute for Nuclear Physics,Max Planck Institute of Plasma Physics (Greifswald),FALSE
Max Planck Institute for Plasma Physics,Max Planck Institute of Plasma Physics (Greifswald),TRUE
Max Planck Institute for Psycholinguistics,Max Planck Institute of Plasma Physics (Greifswald),FALSE
Max Planck Institute for Astronomy,Max Planck Institute of Plasma Physics (Greifswald),FALSE
Max Planck Institute for Molecular Plant Physiology,Max Planck Institute of Plasma Physics (Greifswald),FALSE
Max Planck Institute of Geoanthropology,Max Planck Institute of Plasma Physics (Greifswald),FALSE
Max Planck Institute for History,Max Planck Institute of Plasma Physics (Greifswald),FALSE
Max Planck Institute of Plasma Physics (Greifswald),Max Planck Institute for Research on Collective Goods,FALSE
Max Planck Institute for Medical Research,Max Planck Institute of Plasma Physics (Greifswald),FALSE
Max Planck Institute for Intelligent Systems,Max Planck Institute of Plasma Physics (Greifswald),FALSE
Institute for Interdisciplinary Medicine,"Institute of Communicty Medicine, University of Greifswald",TRUE
"Institute of Communicty Medicine, University of Greifswald","Institute of Cellular and Organismic Biology, Academia Sinica",NA
Institute of Atmospheric Sciences and Climate,"Institute of Communicty Medicine, University of Greifswald",NA
Institute for Science and International Security,"Institute of Communicty Medicine, University of Greifswald",NA
Institute of Sports Medicine and Science,"Institute of Communicty Medicine, University of Greifswald",NA
Institute of Genomics and Integrative Biology,"Institute of Communicty Medicine, University of Greifswald",NA
"Institute of Communicty Medicine, University of Greifswald",Institute of Computer Science. Martin Luther University of Halle-Wittenberg,NA
"Institute of Clinical Molecular Biology, Kiel University","Institute of Communicty Medicine, University of Greifswald",NA
Institute for Security Policy at Kiel University,"Institute of Communicty Medicine, University of Greifswald",NA
Department of Animal Health,Department of Marine and Coastal Resources,NA
Department of Archaeology,Department of Animal Health,NA
Department of Animal Health,Department of Chemistry and Earth Sciences,NA
Department of Animal Health,Department of Higher Education,NA
Department of Animal Health,Department of Educational Research Mexico,NA
German Rheumatism Research Center,German Center for Infection Research,NA
German Cancer Research Center,German Rheumatism Research Center,FALSE
German Rheumatism Research Centre,German Rheumatism Research Center,TRUE
German Marine Research Consortium,German Rheumatism Research Center,FALSE
Center for International Forestry Research,Center for Environmental and Geographic Information Services,FALSE
Center for Environmental Health,Center for Environmental and Geographic Information Services,FALSE
German Center for Neurodegenerative Diseases,"German Center for Neurodegenerative Disease, DZNE, site Rostock/Greifswald",TRUE
Leibniz Institute for Prevention Research and Epidemiology - BIPS,Leibniz Institue for Plasma Science and Technology (INP Greifswald),FALSE
Leibniz Institute for the Analysis of Biodiversity Change,Leibniz Institue for Plasma Science and Technology (INP Greifswald),FALSE
Leibniz Institute for Plasma Science and Technology,Leibniz Institue for Plasma Science and Technology (INP Greifswald),TRUE
Leibniz Institute for Science and Mathematics Education,Leibniz Institue for Plasma Science and Technology (INP Greifswald),FALSE
